School,Score,Latitude,Longitude,Suburb,Post,geometry
Narre Warren South P-12 College,71,-38.0468394,145.28946,Narre Warren,3805,POINT (145.28946 -38.0468394)
Fountain Gate Secondary College,69,,,Narre Warren,3805,POINT (nan nan)
Somerville Secondary College,68,,,Pearcedale,3912,POINT (nan nan)
Cornish College,91,-38.0499195,145.1521811,Bangholme,3175,POINT (145.1521811 -38.0499195)
St John's Regional College,76,-37.9890576,145.228121713526,Bangholme,3175,POINT (145.228121713526 -37.9890576)
Lyndale Secondary College,73,-37.9397013,145.2105281,Bangholme,3175,POINT (145.2105281 -37.9397013)
Dandenong High School,69,-37.9691124,145.1965868,Bangholme,3175,POINT (145.1965868 -37.9691124)
Cornish College,91,-38.0499195,145.1521811,Dandenong,3175,POINT (145.1521811 -38.0499195)
St John's Regional College,76,-37.9890576,145.228121713526,Dandenong,3175,POINT (145.228121713526 -37.9890576)
Lyndale Secondary College,73,-37.9397013,145.2105281,Dandenong,3175,POINT (145.2105281 -37.9397013)
Dandenong High School,69,-37.9691124,145.1965868,Dandenong,3175,POINT (145.1965868 -37.9691124)
Haileybury College,99,,,Keysborough,3173,POINT (nan nan)
Lighthouse Christian College,95,-38.0010828,145.1429856,Keysborough,3173,POINT (145.1429856 -38.0010828)
Mt Hira College,70,-38.0083632,145.1723419,Keysborough,3173,POINT (145.1723419 -38.0083632)
Nazareth College,84,-37.9412814,145.1951691,Noble Park,3174,POINT (145.1951691 -37.9412814)
Carwatha College P-12,70,-37.9441968,145.1882292,Noble Park,3174,POINT (145.1882292 -37.9441968)
Noble Park Secondary College,68,-37.97078485,145.184328916694,Noble Park,3174,POINT (145.184328916694 -37.97078485)
Killester College,89,-37.9403817,145.1545118,Springvale,3171,POINT (145.1545118 -37.9403817)
Minaret College,79,-37.9384775,145.1483594,Springvale,3171,POINT (145.1483594 -37.9384775)
Flinders Christian Community College,89,-38.1159613,145.1841187,Carrum Downs,3201,POINT (145.1841187 -38.1159613)
Carrum Downs Secondary College,66,-38.0936755,145.196687577316,Carrum Downs,3201,POINT (145.196687577316 -38.0936755)
Frankston High School,86,-38.1607866,145.1269285,Frankston,3199,POINT (145.1269285 -38.1607866)
John Paul College,78,-38.1460653,145.1360918,Frankston,3199,POINT (145.1360918 -38.1460653)
Mcclelland College,69,,,Frankston,3199,POINT (nan nan)
Mount Erin Secondary College,67,-38.1737331,145.1397915,Frankston,3199,POINT (145.1397915 -38.1737331)
Elisabeth Murdoch College,76,-38.1557559,145.1903234,Langwarrin,3910,POINT (145.1903234 -38.1557559)
Lighthouse Christian College,99,-38.1150304,145.2977981,Skye,3977,POINT (145.2977981 -38.1150304)
Casey Grammar School,90,-38.1108069,145.2925876,Skye,3977,POINT (145.2925876 -38.1108069)
St Peter's College,75,-38.109218,145.257692,Skye,3977,POINT (145.257692 -38.109218)
Kilvington Grammar School,97,-37.9000905,145.0411966,Bentleigh,3204,POINT (145.0411966 -37.9000905)
Mckinnon Secondary College,96,,,Bentleigh,3204,POINT (nan nan)
Our Lady of the Sacred Heart College,90,,,Bentleigh,3204,POINT (nan nan)
Bentleigh Secondary College,90,-37.9271138,145.0594677,Bentleigh East,3165,POINT (145.0594677 -37.9271138)
St James' Regional College,84,,,Bentleigh East,3165,POINT (nan nan)
Shelford Girls' Grammar,97,,,Caulfield,3162,POINT (nan nan)
Glen Eira College,85,,,Caulfield East,3145,POINT (nan nan)
Leibler Yavneh College,95,-37.8933693,145.0071875,Elsternwick,3185,POINT (145.0071875 -37.8933693)
Adass Israel School,82,-37.8791651,145.0162845,Elsternwick,3185,POINT (145.0162845 -37.8791651)
Leibler Yavneh College,95,-37.8933693,145.0071875,Gardenvale,3185,POINT (145.0071875 -37.8933693)
Adass Israel School,82,-37.8791651,145.0162845,Gardenvale,3185,POINT (145.0162845 -37.8791651)
Kilvington Grammar School,97,-37.9000905,145.0411966,McKinnon,3204,POINT (145.0411966 -37.9000905)
Mckinnon Secondary College,96,,,McKinnon,3204,POINT (nan nan)
Our Lady of the Sacred Heart College,90,,,McKinnon,3204,POINT (nan nan)
Kilvington Grammar School,97,-37.9000905,145.0411966,Ormond,3204,POINT (145.0411966 -37.9000905)
Mckinnon Secondary College,96,,,Ormond,3204,POINT (nan nan)
Our Lady of the Sacred Heart College,90,,,Ormond,3204,POINT (nan nan)
Parkdale Secondary College,86,-37.9991837,145.091572,Aspendale,3195,POINT (145.091572 -37.9991837)
Mordialloc College,82,-38.0122951,145.0917047,Aspendale,3195,POINT (145.0917047 -38.0122951)
Patterson River Secondary College,72,-38.08184,145.125965,Bonbeach,3197,POINT (145.125965 -38.08184)
Parkdale Secondary College,86,-37.9991837,145.091572,Braeside,3195,POINT (145.091572 -37.9991837)
Mordialloc College,82,-38.0122951,145.0917047,Braeside,3195,POINT (145.0917047 -38.0122951)
Patterson River Secondary College,72,-38.08184,145.125965,Carrum,3197,POINT (145.125965 -38.08184)
Heatherton Christian College,87,,,Clarinda,3169,POINT (nan nan)
Westall Secondary College,70,-37.9391379,145.1291094,Clarinda,3169,POINT (145.1291094 -37.9391379)
Heatherton Christian College,87,,,Clayton South,3169,POINT (nan nan)
Westall Secondary College,70,-37.9391379,145.1291094,Clayton South,3169,POINT (145.1291094 -37.9391379)
Mentone Girls' Grammar School,98,-37.99193,145.0656282,Mentone,3194,POINT (145.0656282 -37.99193)
Mentone Grammar School,95,-37.9856532,145.0620139,Mentone,3194,POINT (145.0620139 -37.9856532)
Mentone Girls Secondary College,92,,,Mentone,3194,POINT (nan nan)
Kilbreda College,88,-37.99193,145.0656282,Mentone,3194,POINT (145.0656282 -37.99193)
St Bede's College,86,,,Mentone,3194,POINT (nan nan)
Parkdale Secondary College,86,-37.9991837,145.091572,Mordialloc,3195,POINT (145.091572 -37.9991837)
Mordialloc College,82,-38.0122951,145.0917047,Mordialloc,3195,POINT (145.0917047 -38.0122951)
Mentone Girls' Grammar School,98,-37.99193,145.0656282,Parkdale,3194,POINT (145.0656282 -37.99193)
Mentone Grammar School,95,-37.9856532,145.0620139,Parkdale,3194,POINT (145.0620139 -37.9856532)
Mentone Girls Secondary College,92,,,Parkdale,3194,POINT (nan nan)
Kilbreda College,88,-37.99193,145.0656282,Parkdale,3194,POINT (145.0656282 -37.99193)
St Bede's College,86,,,Parkdale,3194,POINT (nan nan)
Parkdale Secondary College,86,-37.9991837,145.091572,Waterways,3195,POINT (145.091572 -37.9991837)
Mordialloc College,82,-38.0122951,145.0917047,Waterways,3195,POINT (145.0917047 -38.0122951)
Ashwood High School,82,,,Ashwood,3147,POINT (nan nan)
Salesian College,89,-37.881512,145.1004206,Chadstone,3148,POINT (145.1004206 -37.881512)
Glen Waverley Secondary College,98,-37.877614,145.1600788,Glen Waverley,3150,POINT (145.1600788 -37.877614)
Brentwood Secondary College,94,-37.8999029,145.1684456,Glen Waverley,3150,POINT (145.1684456 -37.8999029)
Highvale Secondary College,93,-37.8700802,145.1796444,Glen Waverley,3150,POINT (145.1796444 -37.8700802)
Wheelers Hill Secondary College,80,-37.9100545,145.1822834,Glen Waverley,3150,POINT (145.1822834 -37.9100545)
Sacred Heart Girls' College,92,,,Hughesdale,3166,POINT (nan nan)
Oakleigh Grammar,73,-37.8974926,145.0849937,Hughesdale,3166,POINT (145.0849937 -37.8974926)
Sacred Heart Girls' College,92,,,Huntingdale,3166,POINT (nan nan)
Oakleigh Grammar,73,-37.8974926,145.0849937,Huntingdale,3166,POINT (145.0849937 -37.8974926)
Huntingtower School,99,-37.8769086,145.1296074,Mount Waverley,3149,POINT (145.1296074 -37.8769086)
Mount Waverley Secondary College,94,-37.8696866,145.1343154,Mount Waverley,3149,POINT (145.1343154 -37.8696866)
Avila College,92,-37.874667,145.132631070255,Mount Waverley,3149,POINT (145.132631070255 -37.874667)
Mazenod College,95,-37.9156058,145.1653657,Mulgrave,3170,POINT (145.1653657 -37.9156058)
Wellington Secondary College,92,-37.9387187,145.2064805,Mulgrave,3170,POINT (145.2064805 -37.9387187)
Sacred Heart Girls' College,92,,,Oakleigh,3166,POINT (nan nan)
Oakleigh Grammar,73,-37.8974926,145.0849937,Oakleigh,3166,POINT (145.0849937 -37.8974926)
Sacred Heart Girls' College,92,,,Oakleigh East,3166,POINT (nan nan)
Oakleigh Grammar,73,-37.8974926,145.0849937,Oakleigh East,3166,POINT (145.0849937 -37.8974926)
South Oakleigh Secondary College,86,-37.9239259,145.0893138,Oakleigh South,3167,POINT (145.0893138 -37.9239259)
Glen Waverley Secondary College,98,-37.877614,145.1600788,Wheelers Hill,3150,POINT (145.1600788 -37.877614)
Brentwood Secondary College,94,-37.8999029,145.1684456,Wheelers Hill,3150,POINT (145.1684456 -37.8999029)
Highvale Secondary College,93,-37.8700802,145.1796444,Wheelers Hill,3150,POINT (145.1796444 -37.8700802)
Wheelers Hill Secondary College,80,-37.9100545,145.1822834,Wheelers Hill,3150,POINT (145.1822834 -37.9100545)
Dromana Secondary College,73,-38.3426539,145.0137628,Arthurs Seat,3936,POINT (145.0137628 -38.3426539)
Woodleigh School,93,-38.1849406,145.1631513,Baxter,3911,POINT (145.1631513 -38.1849406)
Bayside Christian College,77,-38.1772333,145.16335,Baxter,3911,POINT (145.16335 -38.1772333)
Rosebud Secondary College,76,-38.36839905,144.886875245859,Boneo,3939,POINT (144.886875245859 -38.36839905)
Rosebud Secondary College,76,-38.36839905,144.886875245859,Cape Schanck,3939,POINT (144.886875245859 -38.36839905)
Dromana Secondary College,73,-38.3426539,145.0137628,Dromana,3936,POINT (145.0137628 -38.3426539)
Western Port Secondary College,65,-38.3076845,145.1935772,Hastings,3915,POINT (145.1935772 -38.3076845)
Padua College,80,-38.216026,145.0663907,Mornington,3931,POINT (145.0663907 -38.216026)
Mornington Secondary College,74,-38.2206383,145.056442,Mornington,3931,POINT (145.056442 -38.2206383)
Toorak College,96,-38.1724835,145.0946197,Mount Eliza,3930,POINT (145.0946197 -38.1724835)
The Peninsula School,94,-38.2021876,145.0931079,Mount Eliza,3930,POINT (145.0931079 -38.2021876)
Mount Eliza Secondary College,83,-38.1945835,145.0977856,Mount Eliza,3930,POINT (145.0977856 -38.1945835)
Aitken College,84,-37.6273369,144.888192452197,Red Hill,3059,POINT (144.888192452197 -37.6273369)
Rosebud Secondary College,76,-38.36839905,144.886875245859,Rosebud,3939,POINT (144.886875245859 -38.36839905)
Dromana Secondary College,73,-38.3426539,145.0137628,Safety Beach,3936,POINT (145.0137628 -38.3426539)
Somerville Secondary College,68,,,Somerville,3912,POINT (nan nan)
Lauriston Girls' School,99,-37.8521192,145.025724611525,Armadale,3143,POINT (145.025724611525 -37.8521192)
The King David School,96,-37.8544245,145.0208627,Armadale,3143,POINT (145.0208627 -37.8544245)
De La Salle College,90,-37.8576048,145.03687,Kooyong,3144,POINT (145.03687 -37.8576048)
De La Salle College,90,-37.8576048,145.03687,Malvern,3144,POINT (145.03687 -37.8576048)
Glen Eira College,85,,,Malvern East,3145,POINT (nan nan)
Presentation College,83,-37.8575817,144.9924483,Prahran,3181,POINT (144.9924483 -37.8575817)
St Kevin's College,99,-37.83579675,145.024918834218,Toorak,3142,POINT (145.024918834218 -37.83579675)
Loreto,97,-37.8483241,145.0137322,Toorak,3142,POINT (145.0137322 -37.8483241)
St Catherine's School,95,-37.8380412,145.0219552,Toorak,3142,POINT (145.0219552 -37.8380412)
Presentation College,83,-37.8575817,144.9924483,Windsor,3181,POINT (144.9924483 -37.8575817)
Marian College,78,-37.78740055,144.806189605832,Albion,3020,POINT (144.806189605832 -37.78740055)
Sunshine College,67,-37.7712058,144.8417565,Albion,3020,POINT (144.8417565 -37.7712058)
Southern Cross Grammar,91,-37.714227,144.7399705,Cairnlea,3023,POINT (144.7399705 -37.714227)
Brookside College,81,,,Cairnlea,3023,POINT (nan nan)
Creekside College,79,,,Cairnlea,3023,POINT (nan nan)
Catholic Regional College,79,,,Cairnlea,3023,POINT (nan nan)
Springside P-9 College,71,-37.7100711,144.7391894,Cairnlea,3023,POINT (144.7391894 -37.7100711)
Gilson College (Taylors Hill),89,,,Calder Park,3037,POINT (nan nan)
Copperfield College,70,-37.7188094,144.7746676,Calder Park,3037,POINT (144.7746676 -37.7188094)
Southern Cross Grammar,91,-37.714227,144.7399705,Deer Park,3023,POINT (144.7399705 -37.714227)
Brookside College,81,,,Deer Park,3023,POINT (nan nan)
Creekside College,79,,,Deer Park,3023,POINT (nan nan)
Catholic Regional College,79,,,Deer Park,3023,POINT (nan nan)
Springside P-9 College,71,-37.7100711,144.7391894,Deer Park,3023,POINT (144.7391894 -37.7100711)
Gilson College (Taylors Hill),89,,,Delahey,3037,POINT (nan nan)
Copperfield College,70,-37.7188094,144.7746676,Delahey,3037,POINT (144.7746676 -37.7188094)
Suzanne Cory High School,100,,,Derrimut,3030,POINT (nan nan)
Heathdale Christian College,95,,,Derrimut,3030,POINT (nan nan)
Werribee Secondary College,88,-37.9128958,144.6830748,Derrimut,3030,POINT (144.6830748 -37.9128958)
Mackillop Catholic Regional College,79,,,Derrimut,3030,POINT (nan nan)
Carranballac P-9 College,70,-37.8857448,144.7432625,Derrimut,3030,POINT (144.7432625 -37.8857448)
St Albans Secondary College,80,-37.7442854,144.8004296,Kealba,3021,POINT (144.8004296 -37.7442854)
Catholic Regional College,76,-37.730178,144.8002907,Kealba,3021,POINT (144.8002907 -37.730178)
Keilor Downs College,85,-37.7256128,144.8115687,Keilor Downs,3038,POINT (144.8115687 -37.7256128)
Taylors Lakes Secondary College,76,-37.6983824,144.7864267,Keilor Downs,3038,POINT (144.7864267 -37.6983824)
Overnewton Anglican Community College,90,-37.7041262,144.8221591,Keilor North,3036,POINT (144.8221591 -37.7041262)
Catholic Regional College,77,-37.6993707,144.8061881,Keilor North,3036,POINT (144.8061881 -37.6993707)
Rosehill Secondary College,82,,,Keilor Park,3042,POINT (nan nan)
St Albans Secondary College,80,-37.7442854,144.8004296,Kings Park,3021,POINT (144.8004296 -37.7442854)
Catholic Regional College,76,-37.730178,144.8002907,Kings Park,3021,POINT (144.8002907 -37.730178)
St Albans Secondary College,80,-37.7442854,144.8004296,St Albans,3021,POINT (144.8004296 -37.7442854)
Catholic Regional College,76,-37.730178,144.8002907,St Albans,3021,POINT (144.8002907 -37.730178)
Marian College,78,-37.78740055,144.806189605832,Sunshine,3020,POINT (144.806189605832 -37.78740055)
Sunshine College,67,-37.7712058,144.8417565,Sunshine,3020,POINT (144.8417565 -37.7712058)
Marian College,78,-37.78740055,144.806189605832,Sunshine North,3020,POINT (144.806189605832 -37.78740055)
Sunshine College,67,-37.7712058,144.8417565,Sunshine North,3020,POINT (144.8417565 -37.7712058)
Marian College,78,-37.78740055,144.806189605832,Sunshine West,3020,POINT (144.806189605832 -37.78740055)
Sunshine College,67,-37.7712058,144.8417565,Sunshine West,3020,POINT (144.8417565 -37.7712058)
Gilson College (Taylors Hill),89,,,Sydenham,3037,POINT (nan nan)
Copperfield College,70,-37.7188094,144.7746676,Sydenham,3037,POINT (144.7746676 -37.7188094)
Keilor Downs College,85,-37.7256128,144.8115687,Taylors Lakes,3038,POINT (144.8115687 -37.7256128)
Taylors Lakes Secondary College,76,-37.6983824,144.7864267,Taylors Lakes,3038,POINT (144.7864267 -37.6983824)
Mount St Joseph Girls' College,87,-37.86416225,144.811080845603,Altona,3018,POINT (144.811080845603 -37.86416225)
Altona P-9 College,75,,,Altona,3018,POINT (nan nan)
Laverton P-12 College,68,,,Altona Meadows,3028,POINT (nan nan)
Emmanuel College,78,-37.83192055,144.841631674554,Altona North,3025,POINT (144.841631674554 -37.83192055)
Laverton P-12 College,68,,,Seabrook,3028,POINT (nan nan)
Mount St Joseph Girls' College,87,-37.86416225,144.811080845603,Seaholme,3018,POINT (144.811080845603 -37.86416225)
Altona P-9 College,75,,,Seaholme,3018,POINT (nan nan)
Williamstown High School,90,-37.862917,144.894895,Williamstown,3016,POINT (144.894895 -37.862917)
Bayside P-12 College,75,,,Williamstown,3016,POINT (nan nan)
Caroline Chisholm Catholic College,85,-37.7869014,144.8511601,Braybrook,3019,POINT (144.8511601 -37.7869014)
Braybrook College,83,-37.7801994,144.8573914,Braybrook,3019,POINT (144.8573914 -37.7801994)
Footscray City College,89,-37.790914,144.8917953,Footscray,3011,POINT (144.8917953 -37.790914)
Gilmore College For Girls,71,-37.7989238,144.8929753,Footscray,3011,POINT (144.8929753 -37.7989238)
Maribyrnong Secondary College,83,,,Maribyrnong,3032,POINT (nan nan)
Footscray City College,89,-37.790914,144.8917953,Seddon,3011,POINT (144.8917953 -37.790914)
Gilmore College For Girls,71,-37.7989238,144.8929753,Seddon,3011,POINT (144.8929753 -37.7989238)
Melton Christian College,75,-37.7020238,144.5670444,Brookfield,3338,POINT (144.5670444 -37.7020238)
Staughton College,66,-37.7085262,144.5679306,Brookfield,3338,POINT (144.5679306 -37.7085262)
Southern Cross Grammar,91,-37.714227,144.7399705,Burnside,3023,POINT (144.7399705 -37.714227)
Brookside College,81,,,Burnside,3023,POINT (nan nan)
Creekside College,79,,,Burnside,3023,POINT (nan nan)
Catholic Regional College,79,,,Burnside,3023,POINT (nan nan)
Springside P-9 College,71,-37.7100711,144.7391894,Burnside,3023,POINT (144.7391894 -37.7100711)
Gilson College (Taylors Hill),89,,,Hillside,3037,POINT (nan nan)
Copperfield College,70,-37.7188094,144.7746676,Hillside,3037,POINT (144.7746676 -37.7188094)
Catholic Regional College,69,-37.6775719,144.5510634,Kurunjang,3337,POINT (144.5510634 -37.6775719)
Melton Secondary College,67,-37.6561773,144.5736806,Kurunjang,3337,POINT (144.5736806 -37.6561773)
Kurunjang Secondary College,65,-37.6734136,144.585868,Kurunjang,3337,POINT (144.585868 -37.6734136)
Catholic Regional College,69,-37.6775719,144.5510634,Melton,3337,POINT (144.5510634 -37.6775719)
Melton Secondary College,67,-37.6561773,144.5736806,Melton,3337,POINT (144.5736806 -37.6561773)
Kurunjang Secondary College,65,-37.6734136,144.585868,Melton,3337,POINT (144.585868 -37.6734136)
Melton Christian College,75,-37.7020238,144.5670444,Melton South,3338,POINT (144.5670444 -37.7020238)
Staughton College,66,-37.7085262,144.5679306,Melton South,3338,POINT (144.5679306 -37.7085262)
Catholic Regional College,69,-37.6775719,144.5510634,Melton West,3337,POINT (144.5510634 -37.6775719)
Melton Secondary College,67,-37.6561773,144.5736806,Melton West,3337,POINT (144.5736806 -37.6561773)
Kurunjang Secondary College,65,-37.6734136,144.585868,Melton West,3337,POINT (144.585868 -37.6734136)
Southern Cross Grammar,91,-37.714227,144.7399705,Ravenhall,3023,POINT (144.7399705 -37.714227)
Brookside College,81,,,Ravenhall,3023,POINT (nan nan)
Creekside College,79,,,Ravenhall,3023,POINT (nan nan)
Catholic Regional College,79,,,Ravenhall,3023,POINT (nan nan)
Springside P-9 College,71,-37.7100711,144.7391894,Ravenhall,3023,POINT (144.7391894 -37.7100711)
Gilson College (Taylors Hill),89,,,Taylors Hill,3037,POINT (nan nan)
Copperfield College,70,-37.7188094,144.7746676,Taylors Hill,3037,POINT (144.7746676 -37.7188094)
Westbourne Grammar School,96,-37.8511955,144.7135619,Truganina,3029,POINT (144.7135619 -37.8511955)
Good News Lutheran College,81,-37.8178922,144.6752743,Truganina,3029,POINT (144.6752743 -37.8178922)
Thomas Carr College,77,-37.8483266,144.7022677,Truganina,3029,POINT (144.7022677 -37.8483266)
